personId,age,sex,economic_status,income,carAvail,restricted_mobility,homeX,homeY,accessibility,brainExpBeta
bb_7194a431,32,m,very_low,1500.0,always,true,786311.13,5851630.51,7.666692380830962E-9,1.0,
berlin_cb69bffe,90,m,medium,3000.0,always,true,784600.6900624321,5832189.443162923,0.025310904921770624,1.0,
berlin_b83be103,22,f,high,3000.0,always,false,801059.1868255262,5825804.808002713,0.33210763319256437,1.0,
berlin_d98e08a0,26,f,low,900.0,always,false,802441.4813828766,5831331.4562454615,0.011863814938862387,1.0,
berlin_14a07870,24,f,high,4600.0,always,true,800862.195728058,5825545.129460476,0.5700963082717464,1.0,
berlin_70b05a46,78,m,very_low,500.0,always,true,798965.651563036,5831080.357323854,0.010452272775275195,1.0,
berlin_45594d3a,21,f,low,1500.0,always,false,806672.4863207529,5822069.49173093,5.354054388013146E-4,1.0,
berlin_067f5fe8,52,f,medium,2000.0,always,false,784567.4922952935,5827851.809918216,0.24714715983377222,1.0,
bb_4784faa0,8,m,low,2000.0,never,false,803027.66,5801402.91,3.843349494535337E-8,1.0,
berlin_b9f0cb6e,16,m,high,5600.0,never,false,802049.5223889183,5821193.956309103,0.020438755215658265,1.0,
bb_05e161d7,19,f,very_high,5600.0,always,false,786104.87,5815144.45,0.0014051540745602486,1.0,
berlin_6468b4ff,41,f,high,3000.0,always,false,792618.5619939854,5819674.376796289,0.015531250164873585,1.0,
berlin_0c862825,9,m,low,3000.0,never,false,800807.7684737573,5821833.735569819,0.019969401210648777,1.0,
bb_3e4a3a42,31,f,medium,3000.0,always,false,807445.44,5847642.05,6.3844892782403785E-6,1.0,
berlin_cb4995aa,31,f,high,4600.0,always,false,788408.6110266184,5816785.869662954,0.0034235411560842336,1.0,
berlin_b9462491,20,f,very_high,5600.0,always,false,810472.6274072758,5821039.033365121,4.116273190247968E-4,1.0,
berlin_a934443b,59,m,high,4600.0,always,false,792135.0318688932,5826824.708813575,0.1486360480411836,1.0,
berlin_922a26bc,30,m,very_low,500.0,always,false,805393.12841311,5827754.679649471,1.8990895162074375E-5,1.0,
