id,xcoord,ycoord,time,car_accessibility
29436,811517.63,5702686.9,28800.0,-54.05907790809267
29659,812517.63,5702686.9,28800.0,-50.173648714156315
29882,813517.63,5702686.9,28800.0,-47.44442386595726
30105,814517.63,5702686.9,28800.0,-49.4501617211149
30328,815517.63,5702686.9,28800.0,-53.10546687585779
30551,816517.63,5702686.9,28800.0,-54.4779313749089
30774,817517.63,5702686.9,28800.0,-55.69847654219995
30997,818517.63,5702686.9,28800.0,-54.70548019130323
31220,819517.63,5702686.9,28800.0,-54.16084586409135
31443,820517.63,5702686.9,28800.0,-51.17927643413168
31666,821517.63,5702686.9,28800.0,-49.46340946366278
31889,822517.63,5702686.9,28800.0,-49.5883243342072
32112,823517.63,5702686.9,28800.0,-51.55422638585916
32335,824517.63,5702686.9,28800.0,-51.48920908847996
32558,825517.63,5702686.9,28800.0,-51.174408578878044
32781,826517.63,5702686.9,28800.0,-51.65271576583969
33004,827517.63,5702686.9,28800.0,-50.71257022299272
33227,828517.63,5702686.9,28800.0,-51.27850663204845
33450,829517.63,5702686.9,28800.0,-51.84808490765789
33673,830517.63,5702686.9,28800.0,-53.363868747644354
33896,831517.63,5702686.9,28800.0,-52.67607349026661
34119,832517.63,5702686.9,28800.0,-53.46427239497474
34342,833517.63,5702686.9,28800.0,-55.25096893114869
34565,834517.63,5702686.9,28800.0,-57.14537694560158
34788,835517.63,5702686.9,28800.0,-58.43912620679585
35011,836517.63,5702686.9,28800.0,-60.54383910844216
35234,837517.63,5702686.9,28800.0,-62.97561308424617
35457,838517.63,5702686.9,28800.0,-63.25213279619711
35680,839517.63,5702686.9,28800.0,-59.42477196083549
35903,840517.63,5702686.9,28800.0,-55.98411389933014
36126,841517.63,5702686.9,28800.0,-54.315683145604595
36349,842517.63,5702686.9,28800.0,-56.344993634218326
36572,843517.63,5702686.9,28800.0,-58.25229920000159
36795,844517.63,5702686.9,28800.0,-59.7428372922684
37018,845517.63,5702686.9,28800.0,-56.71457061492493
37241,846517.63,5702686.9,28800.0,-55.412516251472965
37464,847517.63,5702686.9,28800.0,-59.439093926594545
37687,848517.63,5702686.9,28800.0,-63.1749115810771
37910,849517.63,5702686.9,28800.0,-62.38811958601846
38133,850517.63,5702686.9,28800.0,-62.598238852698756
38356,851517.63,5702686.9,28800.0,-63.30994145063014
38579,852517.63,5702686.9,28800.0,-65.2790495499287
38802,853517.63,5702686.9,28800.0,-68.11795185234566
39025,854517.63,5702686.9,28800.0,-71.41219689814605
39248,855517.63,5702686.9,28800.0,-74.95061951374778
39471,856517.63,5702686.9,28800.0,-78.62927120717968
39694,857517.63,5702686.9,28800.0,-82.39418379666859
39917,858517.63,5702686.9,28800.0,-86.21536482553373
40140,859517.63,5702686.9,28800.0,-90.07506340523146
40363,860517.63,5702686.9,28800.0,-93.96219112059897
40586,861517.63,5702686.9,28800.0,-97.86949937708705
40809,862517.63,5702686.9,28800.0,-101.79206495599539
41032,863517.63,5702686.9,28800.0,-105.72643393059607
41255,864517.63,5702686.9,28800.0,-109.67011519415094
41478,865517.63,5702686.9,28800.0,-113.62126872335769
41701,866517.63,5702686.9,28800.0,-117.03735311195264
41924,867517.63,5702686.9,28800.0,-121.03033839949698
42147,868517.63,5702686.9,28800.0,-120.18239617792513
42370,869517.63,5702686.9,28800.0,-119.5766547901601
42593,870517.63,5702686.9,28800.0,-119.22011678300399
42816,871517.63,5702686.9,28800.0,-119.11702988003044
43039,872517.63,5702686.9,28800.0,-119.26864013217612
43262,873517.63,5702686.9,28800.0,-119.67311776880476
43485,874517.63,5702686.9,28800.0,-120.3256658104925
43708,875517.63,5702686.9,28800.0,-121.21879675586732
43931,876517.63,5702686.9,28800.0,-122.34274137254049
44154,877517.63,5702686.9,28800.0,-123.68594041888939
44377,878517.63,5702686.9,28800.0,-125.2355668901479
44600,879517.63,5702686.9,28800.0,-126.9780320634142
44823,880517.63,5702686.9,28800.0,-128.89944013765603
45046,881517.63,5702686.9,28800.0,-130.98596995580917
45269,882517.63,5702686.9,28800.0,-133.22417509186928
45492,883517.63,5702686.9,28800.0,-135.60120362859044
45715,884517.63,5702686.9,28800.0,-138.1049456022785
45938,885517.63,5702686.9,28800.0,-140.72411959409422
46161,886517.63,5702686.9,28800.0,-143.4483110046747
46384,887517.63,5702686.9,28800.0,-146.26797397667613
46607,888517.63,5702686.9,28800.0,-148.93541768100772
