personId,time,mode,age,sex,economic_status,income,restricted_mobility,homeX,homeY,accessibility
bb_b9435ab4,28800.0,pt,16,f,high,3600.0,false,775502.79,5814831.57,-14.813333333333334,
bb_91e9baad,28800.0,pt,20,f,medium,1500.0,false,797271.82,5842362.09,-16.213333333333335,
bb_1c290378,28800.0,pt,27,m,high,3600.0,false,832389.58,5831130.43,-24.513333333333332,
bb_a8a196ac,28800.0,pt,25,f,medium,3000.0,false,779604.41,5813423.1,-14.813333333333334,
bb_169bfb54,28800.0,pt,56,f,very_high,5600.0,false,775377.68,5811436.08,-14.813333333333334,
bb_56f9ed55,28800.0,pt,35,m,medium,2000.0,false,703693.51,5890075.58,-35.71333333333334,
bb_14744d23,28800.0,pt,20,f,medium,2600.0,false,775564.16,5815588.9,-17.613333333333337,
bb_8d59a454,28800.0,pt,45,f,high,3600.0,false,809319.35,5846738.68,-16.093333333333334,
bb_0bd81f17,28800.0,pt,57,m,medium,2600.0,false,787468.01,5814586.6,-16.213333333333335,
bb_25702747,28800.0,pt,52,m,high,3600.0,false,774791.52,5815123.04,-14.813333333333334,
bb_2a67b6e5,28800.0,pt,0,f,high,4600.0,false,784341.21,5852261.48,-24.21333333333334,
bb_28e2c597,28800.0,pt,58,m,high,5600.0,false,794773.08,5810071.15,-57.61333333333335,
bb_32538d37,28800.0,pt,29,f,medium,3000.0,false,809777.62,5845775.15,-16.093333333333334,
bb_94fcd2d6,28800.0,pt,63,f,medium,2000.0,true,776458.7,5831227.11,-13.313333333333334,
bb_49e15099,28800.0,pt,80,f,low,1500.0,false,799759.13,5846209.65,-17.613333333333333,
bb_a464e6d6,28800.0,pt,48,f,medium,1500.0,false,780077.89,5812528.98,-14.813333333333336,
bb_7875ae07,28800.0,pt,60,f,very_low,499.0,false,806144.25,5844053.74,-16.093333333333337,
bb_a7eecd77,28800.0,pt,45,f,high,3600.0,false,748256.15,5772989.55,-36.21333333333333,
bb_611444c6,28800.0,pt,57,m,medium,3000.0,false,783302.07,5848870.01,-24.213333333333335,
bb_3412fd33,28800.0,pt,48,m,medium,3600.0,false,806948.41,5842809.79,-20.093333333333334,
bb_4e50581a,28800.0,pt,48,f,medium,3000.0,false,807768.03,5843824.08,-20.093333333333334,
bb_4a50d04b,28800.0,pt,13,f,high,3600.0,false,782099.15,5845811.85,-16.21333333333333,
bb_8ecdec4e,28800.0,pt,83,f,low,900.0,false,769698.27,5834465.13,-20.21333333333334,
bb_ce59a936,28800.0,pt,45,m,high,4600.0,false,829836.01,5918940.59,-33.61333333333334,
bb_d2e306dd,28800.0,pt,43,f,low,900.0,false,767555.57,5810926.0,-17.61333333333334,
bb_9535c8be,28800.0,pt,16,m,low,3000.0,false,810344.49,5847479.56,-22.81333333333333,
bb_202a363b,28800.0,pt,35,f,high,3600.0,false,812892.75,5810697.01,-29.613333333333337,
bb_1afd4fa4,28800.0,pt,53,f,very_high,5600.0,false,817264.68,5828893.73,-14.943333333333333,
bb_caf3968b,28800.0,pt,37,m,high,3000.0,false,791631.74,5813935.21,-13.613333333333337,
bb_7255fd46,28800.0,pt,10,f,medium,3000.0,false,769987.83,5795240.04,-24.213333333333335,
bb_a41fca5c,28800.0,pt,2,m,medium,3000.0,false,781346.81,5844012.24,-20.213333333333335,
bb_5d409344,28800.0,pt,46,f,low,900.0,false,792468.47,5839836.01,-18.813333333333336,
bb_02e9e7a9,28800.0,pt,66,m,high,4600.0,false,844493.96,5856088.56,-30.943333333333335,
bb_37bf717e,28800.0,pt,72,m,medium,2000.0,true,786559.72,5850988.78,-36.213333333333324,
bb_849f1b3f,28800.0,pt,97,m,low,900.0,true,791737.82,5839693.69,-14.81333333333333,
bb_a89478b5,28800.0,pt,89,f,very_low,500.0,true,784178.42,5836670.58,-15.726666666666667,
bb_24b6384f,28800.0,pt,59,f,very_low,500.0,false,791564.34,5813990.38,-13.613333333333335,
bb_79872ccc,28800.0,pt,94,f,medium,1500.0,true,775955.07,5832683.24,-16.113333333333333,
bb_6e00abb1,28800.0,pt,94,f,low,1500.0,true,794690.15,5856873.54,-77.61333333333333,
bb_91fe6373,28800.0,pt,51,f,very_low,499.0,true,798831.83,5798305.28,-21.513333333333335,
bb_1cde7b78,28800.0,pt,7,m,medium,3000.0,false,797395.82,5807910.56,-25.61333333333334,
bb_d99fb278,28800.0,pt,65,m,medium,3000.0,false,775468.62,5812554.04,-14.813333333333334,
bb_8daf08e7,28800.0,pt,42,f,medium,3000.0,false,808128.53,5808463.15,-21.61333333333333,
bb_9d0f85f8,28800.0,pt,44,m,high,4600.0,false,807965.82,5845497.85,-16.093333333333334,
