person,timeCar,distCar,expSum
bb_bf9a08bf,1866.051000,27276.870000,7.79918043310218e-08
berlin_103710f4,3836.675000,57259.980000,1.54229055544610e-14
berlin_b0529f15,3836.675000,57259.980000,2.89849280643059e-11
berlin_b708b1ce,3836.675000,57259.980000,9.13905215981088e-13
berlin_caf48e38,3836.675000,57259.980000,6.54204927793169e-23
berlin_142e91c8,2315.845000,34771.350000,1.61360013364992e-14
berlin_5eebd1eb,2315.845000,34771.350000,5.60370815306691e-07
berlin_6ddd1051,2315.845000,34771.350000,5.70674414295006e-08
berlin_82ec2dae,4258.996000,49589.490000,5.36061205419580e-16
berlin_dd9e7315,4258.996000,49589.490000,5.19970290132730e-16
berlin_01a78f65,3229.157000,42127.820000,6.76898827572121e-18
berlin_0a3076d6,3229.157000,42127.820000,2.60728020598027e-13
berlin_5a0aed05,3229.157000,42127.820000,2.69027107042615e-13
berlin_d88fa342,3229.157000,42127.820000,2.66726310625117e-13
berlin_d939da35,3229.157000,42127.820000,6.97476471826517e-10
berlin_e32a253b,3229.157000,42127.820000,2.46306341791908e-09
bb_902581bd,4875.810000,79993.520000,2.45530363283322e-15
berlin_a4fc6cf9,4100.052000,64324.500000,9.19981741635453e-14
berlin_b04fbd74,4100.052000,64324.500000,3.89371006301989e-12
berlin_2efe6ed3,3646.614000,56094.320000,3.82840675873089e-16
berlin_1a160cc8,3573.384000,45128.320000,5.69128773903089e-09
berlin_c13cc931,3573.384000,45128.320000,3.69161338363713e-11
berlin_274ee764,3719.519000,45969.100000,1.77181856248233e-29
berlin_ef0d5291,3719.519000,45969.100000,1.10183565024548e-19
berlin_fcfb435c,3719.519000,45969.100000,9.27518013977957e-15
bb_3dff1737,2387.101000,42665.180000,3.60646629662403e-12
bb_85507845,2387.101000,42665.180000,1.68277403766358e-10
berlin_f7785b5f,2540.916000,36337.920000,6.52737033118425e-09
berlin_fa30f24c,2540.916000,36337.920000,2.27032397615299e-11
berlin_33c94a94,3843.746000,56198.180000,3.17035219471844e-14
berlin_22abfb4e,2752.250000,39400.000000,6.40957961835318e-25
berlin_610e07f5,2752.250000,39400.000000,4.42245856478370e-09
berlin_6cac2084,2752.250000,39400.000000,1.81309209873352e-16
berlin_8c8394b9,2752.250000,39400.000000,4.70614283843866e-08
berlin_9c16da76,2752.250000,39400.000000,1.22522385716503e-09
berlin_dfbbd138,2752.250000,39400.000000,1.26684628642326e-10
berlin_395e0525,3141.976000,41530.110000,9.75719611467165e-10
berlin_bb9c654d,3141.976000,41530.110000,2.62423893124435e-10
berlin_c1c0e3fe,3141.976000,41530.110000,9.33143794937904e-10
bb_0de3f22d,3477.961000,74034.080000,8.69242790156984e-27
berlin_55a4314d,3412.941000,53698.680000,9.13709271716792e-12
berlin_78d8836a,3412.941000,53698.680000,1.40925268481813e-09
berlin_d973f348,3412.941000,53698.680000,1.79721198416835e-15
bb_adcb62a3,2034.732000,23921.210000,5.06682753736412e-07
