person,timeCar,distCar,expSum
berlin_96ae107c,1877.711000,15423.960000,3.46533071849742e-05
berlin_bc0e5b55,1877.711000,15423.960000,9.06929874944307e-06
bb_304d316e,2348.384000,24589.750000,7.25861852904204e-06
bb_a9b45876,2348.384000,24589.750000,1.11668416613662e-05
berlin_25f947fd,1195.586000,9861.870000,0.00108918715074617
berlin_bbb70c5c,1195.586000,9861.870000,0.00229667130524374
bb_8329e2ad,4812.428000,79132.680000,1.41647049608509e-11
bb_eaef6bc9,4812.428000,79132.680000,6.00454940284616e-21
berlin_205a9467,643.867000,3860.950000,0.00954278283733308
berlin_7952bf19,643.867000,3860.950000,0.0167075283756139
berlin_a049af6f,643.867000,3860.950000,0.0131101023913884
berlin_c406745b,643.867000,3860.950000,0.00869641626024301
berlin_c4c249a6,643.867000,3860.950000,0.0221203097955909
berlin_daca61e9,643.867000,3860.950000,0.0223575148619700
berlin_ecedbd2f,643.867000,3860.950000,0.00901981585619296
bb_d16abc16,5525.268000,92180.410000,3.87197212372991e-13
berlin_1717c8aa,1422.010000,10563.160000,0.000310824587097381
berlin_1b98456c,1422.010000,10563.160000,4.40223028223688e-06
berlin_36010865,1422.010000,10563.160000,0.000431345681538015
berlin_b9804c5f,1422.010000,10563.160000,0.000413465799247080
bb_51ca0f33,2842.101000,23228.160000,4.60599909756011e-09
berlin_114e0b42,497.901000,2687.550000,0.0422904289621092
berlin_24e51417,497.901000,2687.550000,0.0361841490740475
berlin_33fe0a8f,497.901000,2687.550000,0.0486656540912133
berlin_6928aa21,497.901000,2687.550000,0.0404971035921184
berlin_a39a45a0,497.901000,2687.550000,0.0109438306396209
berlin_b0ee08fe,497.901000,2687.550000,0.0277420752130218
berlin_ba939a6e,497.901000,2687.550000,0.0475818906639178
berlin_2c75d41c,1582.145000,15831.260000,2.38823099651737e-05
berlin_6c373275,1582.145000,15831.260000,0.000107210047467656
berlin_c1e41b25,1582.145000,15831.260000,8.25030617304114e-05
bb_50db2455,2153.742000,21264.950000,1.42272418935891e-14
berlin_05cdfaae,1088.396000,9659.290000,0.000710209942777479
berlin_0f98f075,1088.396000,9659.290000,0.000259693463996779
berlin_367a9620,1088.396000,9659.290000,0.00132377933245378
berlin_654a1e25,1088.396000,9659.290000,1.54433860325455e-07
berlin_6b1f1a7d,1088.396000,9659.290000,0.000681397038877472
berlin_823a401d,1088.396000,9659.290000,0.00303308803088806
berlin_dc714bfe,1088.396000,9659.290000,0.00162815025057019
berlin_e3bc1080,1088.396000,9659.290000,0.00166674591428505
berlin_5fdaabcf,2240.923000,18087.600000,2.34130591211063e-05
berlin_ac96a00c,2240.923000,18087.600000,2.21685763586328e-05
berlin_03bb6e59,1649.693000,13255.180000,0.000205295912448324
berlin_4f3e7212,1649.693000,13255.180000,0.000179727496956743
berlin_6455af0f,1649.693000,13255.180000,0.000186313421803995
berlin_d8e84e88,1649.693000,13255.180000,0.000406159352824896
berlin_eeae8b4d,1649.693000,13255.180000,9.15877095064730e-05
berlin_fab5e214,1649.693000,13255.180000,3.84469353361303e-05
berlin_4b98cd2c,1234.492000,10162.290000,0.000649542706129275
berlin_d57ee0d7,1700.248000,13724.780000,2.34384394809387e-05
bb_804f8fcd,3629.383000,34207.150000,3.57343423622466e-09
berlin_51910bcb,794.448000,6392.850000,0.0139918144809530
berlin_cd4230c5,794.448000,6392.850000,0.0105660058224068
berlin_751d1abc,2089.933000,17466.460000,6.37275944287019e-09
berlin_79ade1a8,2089.933000,17466.460000,6.37010069113182e-05
berlin_7746bf41,1176.744000,8825.460000,3.12284279364351e-05
berlin_9b23c612,1176.744000,8825.460000,0.00188981160523320
berlin_5bd9f1fc,984.070000,7806.760000,0.000755130508651283
berlin_92a1f756,2086.794000,16332.550000,8.37525034412235e-07
berlin_8bb8ba08,1901.379000,18309.440000,1.26493984672537e-05
berlin_7a74fa28,984.070000,7806.760000,0.00263650458867739
berlin_6866f9b1,612.969000,4893.940000,0.00801569601790226
berlin_b965af19,2086.794000,16332.550000,1.06980801298137e-05
berlin_cba90141,984.070000,7806.760000,0.00528472004040475
berlin_f95c4555,984.070000,7806.760000,0.000103270506766505
berlin_0f290583,1511.631000,10582.370000,0.000479475480919018
berlin_4c353af9,1511.631000,10582.370000,0.000493241009311944
berlin_7509b29c,1511.631000,10582.370000,0.000475117932498761
bb_e0ee009f,3545.968000,36888.000000,3.22045678762790e-16
bb_88aa5c2b,2849.987000,22574.400000,8.27977645378294e-07
berlin_a524785b,1925.778000,14125.850000,8.77758730466630e-05
bb_c735ad9c,2849.987000,22574.400000,2.10734508972520e-11
bb_f2b2e898,2849.987000,22574.400000,6.16843267275758e-09
berlin_b1769b2c,1925.778000,14125.850000,2.90244883166102e-05
berlin_d60c1c63,1925.778000,14125.850000,3.02950674504268e-06
berlin_11dfa2c7,1987.957000,15463.700000,1.61637862524577e-06
berlin_5079c3f3,2107.562000,17007.650000,7.60058685303644e-06
berlin_75f0b9a2,1987.957000,15463.700000,3.92048863547434e-05
berlin_b2fe2b01,2107.562000,17007.650000,8.44503189713228e-09
berlin_e243beab,1987.957000,15463.700000,6.94603033545280e-05
berlin_9a95a5bd,1998.249000,16284.580000,6.38740945286255e-05
berlin_48d7b776,1188.286000,8903.490000,0.00302284665061723
berlin_c83944ca,1188.286000,8903.490000,0.00106476723753430
