person,age,sex,income_bin,homeX,homeY,district_ord,base_timeCar,base_distCar,base_car_acc,policy_timeCar,policy_distCar,policy_car_acc,delta_timeCar,delta_pct_timeCar,delta_distCar,delta_pct_distCar,delta_car_acc,delta_pct_car_acc
berlin_c9cadf50,28,f,2600,797808.7191238522,5825812.670560538,Friedrichshain-Kreuzberg,586.833,4582.41,-3.934314597827203,5667.171,23196.09,-35.723553098695426,5080.338000000001,865.721252894776,18613.68,406.19848507663,-31.789238500868223,-807.999403973043
berlin_f3c552f8,64,f,3000,797897.0226744846,5825778.6060374845,Friedrichshain-Kreuzberg,586.833,4582.41,-4.166277694138163,5667.171,23196.09,-35.10965823901252,5080.338000000001,865.721252894776,18613.68,406.19848507663,-30.943380544874355,-742.7104676294341
berlin_1dccd69e,21,f,900,794843.05010271806,5822808.032781191,Tempelhof-Schöneberg,873.434,6623.52,-8.007978808865799,2648.558,22201.57,-26.033080289159443,1775.124,203.23504695260317,15578.05,235.1929185689784,-18.025101480293642,-225.08927546533565
bb_a9d87c15,55,m,1500,775255.62,5815112.66,NA,2944.128,36510.85,-24.433361603551045,3504.48,39712.04,-29.943792942444414,560.3519999999999,19.032868136167984,3201.1900000000023,8.767777249776444,-5.510431338893369,-22.552898894159963
berlin_07406744,47,m,500,800712.9533094058,5826044.7383499015,Friedrichshain-Kreuzberg,1043.091,7543.85,-12.870412849670696,4358.497,20304.83,-47.79784467998171,3315.4060000000004,317.84436832452786,12760.980000000001,169.15739310829355,-34.92743183031101,-271.3777113311844
berlin_084c63a0,7,m,4600,800789.8278046229,5825997.7877375465,Friedrichshain-Kreuzberg,1043.091,7543.85,-5.3906305036108595,4358.497,20304.83,-27.204881642692996,3315.4060000000004,317.84436832452786,12760.980000000001,169.15739310829355,-21.81425113908214,-404.66975290682757
berlin_0badd24b,44,m,2000,800804.5481105937,5826023.1609954415,Friedrichshain-Kreuzberg,1043.091,7543.85,-6.56167046100226,4358.497,20304.83,-30.390042794018385,3315.4060000000004,317.84436832452786,12760.980000000001,169.15739310829355,-23.828372333016127,-363.1449106539933
berlin_100ea567,35,m,1500,800789.5308793806,5825984.835848603,Friedrichshain-Kreuzberg,1043.091,7543.85,-7.331273368103067,4358.497,20304.83,-32.27598638134565,3315.4060000000004,317.84436832452786,12760.980000000001,169.15739310829355,-24.944713013242588,-340.25075537044006
berlin_6793ece1,27,m,900,800793.775712815,5826085.904785787,Friedrichshain-Kreuzberg,1043.091,7543.85,-9.178324813181563,4358.497,20304.83,-37.45237592023448,3315.4060000000004,317.84436832452786,12760.980000000001,169.15739310829355,-28.27405110705292,-308.05241351283183
berlin_746f6e92,51,m,2000,800763.9329977792,5826051.316334905,Friedrichshain-Kreuzberg,1043.091,7543.85,-6.538005402118896,4358.497,20304.83,-30.58354072769676,3315.4060000000004,317.84436832452786,12760.980000000001,169.15739310829355,-24.045535325577866,-367.7809032978922
berlin_e1c32b5b,13,m,2000,800709.2339773152,5826022.832997173,Friedrichshain-Kreuzberg,1043.091,7543.85,-6.620035585647508,4358.497,20304.83,-30.74264393129873,3315.4060000000004,317.84436832452786,12760.980000000001,169.15739310829355,-24.122608345651223,-364.38789540572816
bb_61c689af,43,m,3600,774053.24,5814481.04,NA,2924.856,37085.1,-16.6476973851152,3553.894,40595.99,-21.74058908965597,629.0379999999996,21.50663143758187,3510.8899999999994,9.467117521592229,-5.092891704540769,-30.59216891516992
bb_83815aed,32,m,900,774102.72,5814508.95,NA,2924.856,37085.1,-33.687908152919356,3553.894,40595.99,-40.412955317489484,629.0379999999996,21.50663143758187,3510.8899999999994,9.467117521592229,-6.725047164570128,-19.96279238842363
berlin_ade36284,1,m,3600,799786.2886543567,5829408.381249932,Pankow,958.582,5850.14,-5.10903261088883,1216.366,8550.81,-12.808225351727854,257.784,26.89222205299077,2700.669999999999,46.164194361160575,-7.699192740839024,-150.69766288885708
berlin_d43da197,44,f,5600,799851.262419722,5829465.294512794,Pankow,958.582,5850.14,-4.921826429497462,1216.366,8550.81,-12.018749830742784,257.784,26.89222205299077,2700.669999999999,46.164194361160575,-7.096923401245323,-144.19288251840987
berlin_5c3faf63,47,f,3000,801415.5590385476,5829305.894240929,Pankow,1060.95,6778.13,-5.8728003665389235,1587.151,9531.22,-11.898262656975968,526.201,49.59715349450964,2753.0899999999992,40.617249890456506,-6.025462290437044,-102.59947409021314
berlin_5d6e8cd5,22,f,2600,801407.8186745212,5829327.055665869,Pankow,1060.95,6778.13,-5.990537025599226,1587.151,9531.22,-12.08244684242206,526.201,49.59715349450964,2753.0899999999992,40.617249890456506,-6.0919098168228345,-101.69221541892513
berlin_aba8fb08,17,m,1500,801405.8117335334,5829298.954621263,Pankow,1060.95,6778.13,-7.08523263507462,1587.151,9531.22,-13.692204460401483,526.201,49.59715349450964,2753.0899999999992,40.617249890456506,-6.606971825326863,-93.24989263753764
bb_8380be43,52,m,3600,785584.14,5779350.89,NA,4338.019,59110.96,-25.58431630638075,4831.418,71195.64,-31.453831383211735,493.39899999999943,11.373832157028344,12084.68,20.44405978180696,-5.869515076830986,-22.94184846114932
bb_afdb4289,49,m,2000,785692.25,5779292.9,NA,4338.019,59110.96,-32.42208425524562,4831.418,71195.64,-39.789472032125104,493.39899999999943,11.373832157028344,12084.68,20.44405978180696,-7.367387776879482,-22.723362628013344
berlin_0bd195aa,25,f,900,799620.5353594315,5831782.404921266,Pankow,940.502,6860.18,-8.387073591270125,1034.503,5640.76,-10.396605534550101,94.00099999999998,9.994768751156297,-1219.42,-17.77533534105519,-2.009531943279976,-23.959870167010845
berlin_a517ca7e,8,m,4600,785020.7683363442,5827604.62161146,Spandau,1634.508,13724.39,-8.128404958534352,2554.585,20808.89,-14.50654051899837,920.077,56.29076150132027,7084.5,51.619780551266764,-6.378135560464019,-78.46724656314457
bb_fd5675af,10,f,1500,813710.46,5807898.49,NA,3205.02,33871.73,-24.395471901302884,4525.795,50283.24,-37.35365630422129,1320.775,41.2095712351249,16411.509999999995,48.451939124455684,-12.958184402918405,-53.11717049517845
berlin_a715ee37,53,m,2600,799734.2293044247,5825735.315324088,Friedrichshain-Kreuzberg,873.583,6838.27,-5.425979493596512,4346.861,20273.69,-32.88782696495369,3473.278,397.5899256281315,13435.419999999998,196.47396198161226,-27.461847471357178,-506.11778949342454
berlin_384db8ff,39,f,1500,800573.7703153477,5830863.407375857,Pankow,1064.867,6911.99,-7.125600529379149,1216.648,8590.91,-10.707985752422182,151.78099999999995,14.253517105892094,1678.92,24.289965697288334,-3.5823852230430333,-50.27485344249526
berlin_a9b7593b,34,f,900,800541.8156405599,5830821.760893467,Pankow,1064.867,6911.99,-8.791413199512194,1216.648,8590.91,-12.790066426007705,151.78099999999995,14.253517105892094,1678.92,24.289965697288334,-3.9986532264955112,-45.48362289145257
bb_5733fb53,73,f,1500,815335.76,5827612.45,NA,2681.728,22710.84,-18.411163418625808,3627.558,28029.38,-25.96778728692417,945.8299999999999,35.269423297217315,5318.540000000001,23.418508518399147,-7.556623868298363,-41.04370645395305
bb_7cfe732b,53,f,1500,815457.07,5827675.16,NA,2681.728,22710.84,-18.59256742833109,3627.558,28029.38,-26.121819737094686,945.8299999999999,35.269423297217315,5318.540000000001,23.418508518399147,-7.529252308763596,-40.49603336272229
bb_b93f9986,71,m,2600,815445.95,5827690.06,NA,2681.728,22710.84,-14.949198449856471,3627.558,28029.38,-21.640744251473816,945.8299999999999,35.269423297217315,5318.540000000001,23.418508518399147,-6.691545801617345,-44.7619036168564
berlin_d4869af5,58,f,1500,797582.421367561,5831355.782287721,Mitte,658.602,4342.69,-4.826836664220138,747.956,3580.2,-7.293154556917832,89.35400000000004,13.567222692916216,-762.4899999999998,-17.55801127872355,-2.4663178926976945,-51.09594677151092
berlin_11c081c1,91,m,3600,782006.0566902515,5828792.1226296825,Spandau,1853.434,18054.27,-9.960740431473138,2684.956,22204.74,-15.82768890383487,831.5220000000002,44.863858114181575,4150.470000000001,22.98885526803355,-5.866948472361733,-58.90072643418983
berlin_4ed8c0d4,63,m,4600,782125.3845615818,5828834.506476045,Spandau,1853.434,18054.27,-9.476940675539694,2684.956,22204.74,-15.204071338952701,831.5220000000002,44.863858114181575,4150.470000000001,22.98885526803355,-5.727130663413007,-60.43227302451017
berlin_8dfd3a60,27,f,3000,782027.4909980113,5828830.875902578,Spandau,1853.434,18054.27,-10.567330024900336,2684.956,22204.74,-16.562910881494904,831.5220000000002,44.863858114181575,4150.470000000001,22.98885526803355,-5.995580856594568,-56.73695098446699
bb_7bb3a4fd,39,m,4600,777088.32,5832711.82,NA,2724.904,23458.61,-13.066160725737687,3180.699,28903.8,-17.69788393328848,455.7950000000001,16.727011300214617,5445.189999999999,23.21190385960634,-4.6317232075507935,-35.44823383679368
berlin_d1890055,74,m,900,798006.4009029636,5836519.514642154,Pankow,1225.8,10355.02,-11.655433123429665,1142.094,9904.92,-13.548008022021131,-83.7059999999999,-6.828683308859514,-450.10000000000036,-4.3466840237875,-1.8925748985914659,-16.237705442168647
berlin_2ee93956,62,f,4600,801574.6815404182,5829163.969903214,Pankow,1068.95,7007.24,-5.432669113221034,2124.08,11851.82,-13.762580463145957,1055.1299999999999,98.70714252303661,4844.58,69.13677853191842,-8.329911349924924,-153.32999629322376
berlin_4faf6497,29,f,900,801527.4362672216,5829213.328086118,Pankow,1068.95,7007.24,-9.038211761522051,1587.151,9531.22,-16.509700575812268,518.201,48.47757144861781,2523.9799999999996,36.01960258247183,-7.4714888142902165,-82.66556495277341
berlin_b96ce1ce,60,m,2000,801532.4416835548,5829195.21317509,Pankow,1068.95,7007.24,-6.574317633215322,1587.151,9531.22,-13.335249369020048,518.201,48.47757144861781,2523.9799999999996,36.01960258247183,-6.760931735804726,-102.83853189031477
bb_8491eaca,72,m,1500,807881.58,5837562.76,NA,2462.42,19970.96,-16.674325812864605,2414.447,20264.7,-19.075706309575548,-47.972999999999956,-1.9482054239325524,293.7400000000016,1.4708356533686995,-2.4013804967109422,-14.401664712933849
bb_04f61313,65,f,500,822291.53,5829792.29,NA,3460.556,30717.06,-46.85460816897133,4174.096,36411.56,-58.0385936520246,713.5399999999995,20.61922997344934,5694.499999999996,18.538558052105234,-11.18398548305327,-23.869552900155668
berlin_3a4a35b4,52,m,2000,799865.8096634175,5831352.5564547,Pankow,1001.663,6165.83,-6.007642883185141,1142.17,6501.28,-9.021695518870409,140.50700000000006,14.027372479566488,335.4499999999998,5.44046786888383,-3.0140526356852684,-50.17030296726415
berlin_a925c7a6,10,m,3600,799922.8664008583,5831286.480611479,Pankow,1001.663,6165.83,-5.393189308439349,1142.17,6501.28,-8.36644680622128,140.50700000000006,14.027372479566488,335.4499999999998,5.44046786888383,-2.9732574977819306,-55.129855967216464
berlin_b59df5c4,50,f,2000,799929.9867696918,5831269.988783683,Pankow,1001.663,6165.83,-6.21394844074703,1142.17,6501.28,-9.229032087499121,140.50700000000006,14.027372479566488,335.4499999999998,5.44046786888383,-3.0150836467520907,-48.521220855022456
berlin_4a7d93f6,34,m,5600,780239.8443256684,5827701.272732552,Spandau,2046.184,17343.73,-9.730815961494047,2743.713,24643.07,-15.235104329506045,697.5290000000002,34.089260789841006,7299.34,42.086333216672536,-5.5042883680119985,-56.565537667068185
berlin_f67f19bb,44,f,900,780514.07415841,5827617.136107728,Spandau,2046.184,17343.73,-18.74999755869117,2743.713,24643.07,-28.05159948858597,697.5290000000002,34.089260789841006,7299.34,42.086333216672536,-9.301601929894801,-49.608550085294475
berlin_3cd48892,55,f,3600,800060.5569316228,5828275.146913599,Mitte,840.374,6071.14,-4.737540511055088,1587.151,9531.22,-17.73084819427312,746.777,88.86245885760388,3460.079999999999,56.99226174985256,-12.993307683218031,-274.2627245698067
berlin_e9ffa4e7,48,m,3000,809236.3345175543,5829926.985083488,Marzahn-Hellersdorf,2131.349,17236.68,-11.361672011600126,2711.21,20313.86,-16.318800866628766,579.8609999999999,27.206290476125677,3077.1800000000003,17.852509880092917,-4.957128855028641,-43.63027598374143
berlin_12b8c564,42,m,3600,800448.0922523516,5830715.722869275,Pankow,1064.063,6903.96,-5.629786870065602,1219.509,8803.95,-8.894411535065474,155.4459999999999,14.608721476078005,1899.9900000000007,27.520292701579972,-3.2646246649998725,-57.988423724499384
bb_f606dd09,44,m,500,796621.27,5857170.01,NA,2804.683,37725.51,-52.466207735096816,3142.801,33258.83,-51.051759260275375,338.11799999999994,12.055480066731247,-4466.68,-11.83994596759593,1.414448474821441,2.6959228346806126
berlin_2becd5da,1,m,4600,782208.5199973732,5828677.239993011,Spandau,1853.196,18052.3,-9.354970722973626,2684.027,22202.77,-15.0797980530533,830.8310000000001,44.83233289948824,4150.470000000001,22.991363981320948,-5.724827330079675,-61.19556650263837
bb_53af614b,53,f,4600,806263.84,5837574.72,NA,2207.893,18292.23,-10.71802232429142,2268.531,18376.75,-13.382445620909317,60.63799999999992,2.7464193237625154,84.52000000000044,0.4620541071263615,-2.6644232966178976,-24.859281087512063
bb_acc801f2,6,m,2000,806188.21,5837514.26,NA,2207.893,18292.23,-13.437857997717634,2268.531,18376.75,-16.115606396715204,60.63799999999992,2.7464193237625154,84.52000000000044,0.4620541071263615,-2.6777483989975703,-19.92689905974877
berlin_1ce5e780,59,f,5600,798219.1358382918,5821972.103805399,Tempelhof-Schöneberg,1134.379,8953.82,-5.8516368110710895,2809.535,26099.37,-15.651511858462051,1675.156,147.6716335545704,17145.55,191.48866070570998,-9.799875047390962,-167.47237335116128
berlin_36ae5212,4,m,4600,798223.8800371061,5821852.301102412,Tempelhof-Schöneberg,1134.379,8953.82,-6.006773208688118,2809.535,26099.37,-16.182521053045118,1675.156,147.6716335545704,17145.55,191.48866070570998,-10.175747844357,-169.4045619974287
bb_32968a8e,2,m,4600,792177.83,5840958.12,NA,1974.979,15387.66,-9.442976907226706,1876.784,15123.1,-11.53562254146125,-98.19499999999994,-4.971951600498027,-264.5599999999995,-1.719299750579357,-2.092645634234543,-22.1608678576037
berlin_483c2bea,25,f,5600,806833.1409735781,5822238.286809662,Treptow-Köpenick,2071.998,16529.87,-9.562289980790906,3655.904,25965.69,-18.2340000665182,1583.906,76.44341355541849,9435.82,57.0834495371107,-8.671710085727293,-90.68654164585425
berlin_6f9749d5,52,f,2000,782611.7110230387,5821294.284491195,Spandau,2229.061,20009.02,-14.029595561275189,3182.716,28422.8,-22.00734951327187,953.6549999999997,42.78281303203455,8413.779999999999,42.04993547909892,-7.9777539519966805,-56.863748617366134
bb_b2b8deac,4,m,4600,787603.02,5804122.32,NA,3081.083,36880.97,-15.744643942158728,3451.371,44914.11,-20.405194873053645,370.288,12.018111813281239,8033.139999999999,21.781260091586528,-4.660550930894917,-29.600865843752544
berlin_5a19b482,12,m,3600,792631.8883500602,5818191.838512115,Steglitz-Zehlendorf,1542.758,12527.69,-8.099016588906576,2881.012,25379.89,-17.003173301602,1338.2540000000001,86.74425930703326,12852.199999999999,102.59034187467921,-8.904156712695425,-109.9412084782203
berlin_a7845583,26,f,900,792599.3993599563,5818124.735071155,Steglitz-Zehlendorf,1542.758,12527.69,-13.953322154916146,2881.012,25379.89,-28.832470741764258,1338.2540000000001,86.74425930703326,12852.199999999999,102.59034187467921,-14.879148586848112,-106.63516846850534
bb_99efc465,13,m,3000,787789.53,5852503.11,NA,2582.236,33649.7,-15.870772725173795,2731.626,31063.95,-18.340128557518874,149.39000000000033,5.785296154185765,-2585.7499999999964,-7.684318136565844,-2.4693558323450784,-15.559140535282522
berlin_a9598ed1,22,f,3600,790719.3192663585,5822866.659013254,Charlottenburg-Wilmersdorf,1129.362,9265.9,-6.282603107345905,2547.768,19013.17,-14.97346191404844,1418.406,125.59356521646734,9747.269999999999,105.19507009572733,-8.690858806702536,-138.332131732797
berlin_22982e6e,70,m,3000,794999.9297401253,5822786.136830935,Tempelhof-Schöneberg,882.07,6651.35,-5.237549728387738,2654.932,22229.4,-16.49592875831417,1772.8619999999996,200.988810411872,15578.050000000001,234.20884482097617,-11.258379029926434,-214.95507658677778
berlin_82a86a25,68,m,2000,794977.3728281994,5822779.728326412,Tempelhof-Schöneberg,882.07,6651.35,-5.782674012572263,2654.932,22229.4,-18.4894492818631,1772.8619999999996,200.988810411872,15578.050000000001,234.20884482097617,-12.706775269290835,-219.73874442281723
berlin_186037d0,14,m,2600,798903.1911597345,5829297.436345162,Pankow,751.75,4150.03,-4.361976434792544,1122.981,8022.79,-14.917902186627499,371.231,49.38224143664782,3872.76,93.31884347823993,-10.555925751834955,-241.99868820100576
berlin_3d098225,19,m,5600,798944.211473275,5829340.460057769,Pankow,751.75,4150.03,-3.871937902482914,1122.981,8022.79,-13.762225023073814,371.231,49.38224143664782,3872.76,93.31884347823993,-9.8902871205909,-255.43506558430772
berlin_b331782f,1,m,5600,799085.2369084535,5833153.627267711,Pankow,1209.137,7165.26,-5.7084373732596685,992.114,7411.71,-7.461624763609048,-217.0229999999999,-17.94858647117737,246.44999999999982,3.439512313579686,-1.753187390349379,-30.712212041808964
berlin_f77d5631,36,m,4600,799126.9129146477,5833131.19846376,Pankow,1209.137,7165.26,-5.9233862800526325,992.114,7411.71,-7.681910809348036,-217.0229999999999,-17.94858647117737,246.44999999999982,3.439512313579686,-1.7585245292954035,-29.68782460156858
bb_2e3b653f,37,f,3000,806382.58,5837752.93,NA,2195.24,18476.48,-11.941070027379904,2284.531,18561,-14.706874929391482,89.29100000000017,4.067482370948059,84.52000000000044,0.4574464400145506,-2.7658049020115776,-23.162119438792434
berlin_7063df47,39,m,900,792361.0618916654,5826330.297709828,Charlottenburg-Wilmersdorf,757.891,5167.07,-6.848666600405333,2313.806,14041.48,-24.803354126548584,1555.915,205.29535249791857,8874.41,171.74936666234444,-17.95468752614325,-262.1632585397078
berlin_85bef7b6,3,m,5600,804367.6907152123,5830674.6559406165,Lichtenberg,1606.357,11672.93,-7.6099805742207565,1993.36,12291.62,-11.413669743291303,387.00299999999993,24.091967103203086,618.6900000000005,5.300211686354673,-3.8036891690705463,-49.98290247882841
bb_b11bd8d2,30,m,3000,773844.2,5798212.79,NA,3319.047,44644.31,-20.355500453170613,3522.025,52655.97,-24.973936328222365,202.97800000000007,6.115550638481469,8011.6600000000035,17.94553438052913,-4.618435875051752,-22.68888394896906
berlin_b1413e5e,35,m,3600,800429.2954018426,5830891.550301815,Pankow,1057.362,6996.46,-5.590159864334268,1209.204,8512.6,-8.783289329263084,151.84199999999987,14.360455548809192,1516.1400000000003,21.670101737164227,-3.193129464928816,-57.1205393481012
berlin_b5165dd1,2,m,3000,801649.6459314321,5822343.1202037055,Neukölln,1443.04,10998.81,-7.81770305016609,3221.547,30469.04,-19.818663129968783,1778.507,123.24724193369555,19470.230000000003,177.0212413888412,-12.000960079802693,-153.51005279674482
bb_7e8807d3,77,f,500,813906.73,5807996.75,NA,3116.156,33570.22,-48.89449404357731,4453.659,49580.2,-73.66787973359526,1337.5029999999997,42.92156746966454,16009.979999999996,47.691019004343715,-24.773385690017946,-50.66702534632758
bb_a9984f14,23,m,3000,821892.86,5804302.76,NA,3505.564,44762.02,-21.08448403311976,4838.372,60059.42,-30.82382855456655,1332.8080000000004,38.0197879713507,15297.400000000001,34.174954570861644,-9.739344521446789,-46.19199837258578
bb_cd1da11e,95,m,900,821943.57,5804260.79,NA,3505.564,44762.02,-40.75946826142674,4838.372,60059.42,-57.136223602343726,1332.8080000000004,38.0197879713507,15297.400000000001,34.174954570861644,-16.376755340916986,-40.17902107033949
berlin_0e121680,12,m,2000,792912.1219206352,5826737.835962815,Charlottenburg-Wilmersdorf,539.656,4184.19,-3.9773715879576814,2313.806,14041.48,-22.01026754624841,1774.15,328.7557258698134,9857.29,235.58418714255333,-18.03289595829073,-453.3872573759281
berlin_31de8098,57,m,500,792919.9076585983,5826715.153405822,Charlottenburg-Wilmersdorf,539.656,4184.19,-7.512744878121473,2313.806,14041.48,-33.78944381044851,1774.15,328.7557258698134,9857.29,235.58418714255333,-26.276698932327037,-349.7616298518232
berlin_63573c8a,49,f,900,801356.2485439649,5824445.352878783,Neukölln,1160.637,9264.53,-10.667855706440081,3873.744,29384.44,-38.20304653823914,2713.107,233.76016790779548,20119.909999999996,217.17140534921896,-27.535190831799063,-258.11364148069924
berlin_9b29d7a8,52,f,4600,801357.524152011,5824461.1485669855,Neukölln,1160.637,9264.53,-6.067985948352734,3873.744,29384.44,-23.534735694933474,2713.107,233.76016790779548,20119.909999999996,217.17140534921896,-17.46674974658074,-287.8508601576839
berlin_1e5bfaba,18,f,2600,807235.3306051907,5817375.9761856245,Neukölln,2582.957,25947.23,-15.359366734058112,4360.462,37645.64,-26.27088814197891,1777.5050000000006,68.81667019621312,11698.41,45.0853906178039,-10.9115214079208,-71.0414797488064
berlin_54be550d,89,m,3600,807260.686103699,5816720.965413426,Neukölln,2582.957,25947.23,-14.146027805231675,4360.462,37645.64,-24.3803951300208,1777.5050000000006,68.81667019621312,11698.41,45.0853906178039,-10.234367324789126,-72.34799383756418
berlin_d69fc2e3,58,f,900,807234.1710724232,5817377.47682354,Neukölln,2582.957,25947.23,-25.87070247484285,4360.462,37645.64,-41.523343989066674,1777.5050000000006,68.81667019621312,11698.41,45.0853906178039,-15.652641514223824,-60.50334941405144
berlin_eb6ed4c3,5,m,2600,807276.0990390731,5816936.959166394,Neukölln,2582.957,25947.23,-15.518691790153873,4360.462,37645.64,-26.443734738315925,1777.5050000000006,68.81667019621312,11698.41,45.0853906178039,-10.925042948162051,-70.39925204967116
berlin_08528843,15,m,3600,790896.2542798922,5829324.779792267,Charlottenburg-Wilmersdorf,875.154,7827.35,-5.172106929365453,1764.012,10945.03,-11.07013299675645,888.858,101.56589583090518,3117.6800000000003,39.83059400691166,-5.898026067390997,-114.03526933876837
berlin_280976aa,33,f,2000,790900.1754440302,5829339.91069247,Charlottenburg-Wilmersdorf,875.154,7827.35,-6.153961583105708,1764.012,10945.03,-12.438483263451397,888.858,101.56589583090518,3117.6800000000003,39.83059400691166,-6.284521680345689,-102.12156178547497
berlin_84b5e614,57,m,4600,790856.3735360994,5829319.456837192,Charlottenburg-Wilmersdorf,875.154,7827.35,-5.042073471953353,1764.012,10945.03,-10.835073557563184,888.858,101.56589583090518,3117.6800000000003,39.83059400691166,-5.793000085609831,-114.8932104586243
berlin_858856b6,22,f,500,790819.4099232503,5829254.4377819,Charlottenburg-Wilmersdorf,875.154,7827.35,-12.673787899593709,1764.012,10945.03,-21.57412583014226,888.858,101.56589583090518,3117.6800000000003,39.83059400691166,-8.900337930548552,-70.2263443341503
berlin_ec47a745,5,m,3600,801563.1942752331,5821185.580957204,Neukölln,1658.997,12792.66,-8.508636157005167,3320.715,30567.02,-19.254079331540126,1661.718,100.164014763137,17774.36,138.9418619739757,-10.745443174534959,-126.28866690566181
bb_03eaaaa1,67,f,900,771172.62,5814036.19,NA,3316.004,40392.48,-37.09283104961095,4013.649,42022.61,-42.88078870983703,697.645,21.03872612940153,1630.1299999999974,4.0357264520524545,-5.787957660226077,-15.603979250019485
berlin_86fbdd69,81,m,1500,804689.542568338,5830967.37480611,Lichtenberg,1686.487,12175.38,-11.152121805184695,1896.587,12444.4,-14.404552095591537,210.0999999999999,12.457848770847324,269.02000000000044,2.2095408931795184,-3.252430290406842,-29.164228540749665
berlin_bdd81d62,33,f,2600,804626.3478794224,5831026.202415845,Lichtenberg,1686.487,12175.38,-9.197375807121054,1896.587,12444.4,-12.407477079657289,210.0999999999999,12.457848770847324,269.02000000000044,2.2095408931795184,-3.2101012725362352,-34.902360628243756
bb_5fe40b40,42,m,4600,778319.47,5796354.65,NA,3321.986,44272.75,-17.515116920355762,3707.95,51995,-22.190218309717654,385.96399999999994,11.618471601024206,7722.25,17.44244484474084,-4.675101389361892,-26.69180805712219
berlin_a991ee99,15,m,3000,801681.5698172858,5822836.350289148,Neukölln,1329.219,10616.35,-7.345628552520336,3312.384,31006.1,-20.38858797358527,1983.165,149.1977619940732,20389.75,192.0598887564935,-13.042959421064936,-177.56083537044364
bb_c2b34992,56,f,2000,774032.31,5798222.62,NA,3333.905,45134.58,-24.71835167330169,3543.484,52835.35,-30.01697226475451,209.57899999999972,6.286291900938981,7700.769999999997,17.06179607742001,-5.298620591452821,-21.43597866671613
berlin_955778f8,47,f,4600,800194.9899486955,5813128.8852373995,Tempelhof-Schöneberg,2383.106,18065.99,-11.15647533625541,3585.97,34959.25,-19.666781822044538,1202.8639999999996,50.47463268524353,16893.26,93.50863141184068,-8.510306485789128,-76.28131851045305
berlin_041f2298,47,f,4600,793062.8608977022,5827252.549001286,Charlottenburg-Wilmersdorf,533.205,4159.26,-3.4682360060308546,2042.704,6514.95,-18.786359228416295,1509.4989999999998,283.09918324096725,2355.6899999999996,56.63723835489966,-15.31812322238544,-441.66899818089155
berlin_bc29bc4d,81,m,1500,793112.8632468111,5827279.966994638,Charlottenburg-Wilmersdorf,533.205,4159.26,-4.329412533212451,2042.704,6514.95,-20.436090256309235,1509.4989999999998,283.09918324096725,2355.6899999999996,56.63723835489966,-16.106677723096784,-372.02917484847603
berlin_d1648d86,60,m,4600,793229.7937464765,5827320.314464084,Charlottenburg-Wilmersdorf,533.205,4159.26,-3.454319138192678,2042.704,6514.95,-18.94368846835207,1509.4989999999998,283.09918324096725,2355.6899999999996,56.63723835489966,-15.489369330159393,-448.4058568561656
bb_0a8f8b64,41,m,3000,750832.78,5843002.21,NA,5166.14,55771.3,-29.261051059437058,4747.296,72664.48,-33.45861160408892,-418.84400000000005,-8.107484504872112,16893.179999999993,30.29009544335526,-4.197560544651864,-14.345214517843159
berlin_e1591c9c,11,m,3000,781275.541588194,5818941.731918264,Spandau,2616.322,22493.15,-14.098971580456832,3448.269,30093.72,-20.737527176189435,831.9469999999997,31.79834133566127,7600.57,33.790598471090085,-6.638555595732603,-47.08538887286346
berlin_6aa94634,56,f,900,796440.4820181858,5825336.716112647,Tempelhof-Schöneberg,568.28,4530.35,-5.6856924767777395,5667.171,23196.09,-42.477440423079976,5098.8910000000005,897.2497712395299,18665.739999999998,412.01540719811925,-36.79174794630224,-647.0935263659085
berlin_a8bba20e,47,f,2600,796510.1170620325,5825377.8223051205,Tempelhof-Schöneberg,568.28,4530.35,-4.158996475176076,5667.171,23196.09,-33.169235754246664,5098.8910000000005,897.2497712395299,18665.739999999998,412.01540719811925,-29.01023927907059,-697.5297875875791
berlin_f8c568b6,62,m,500,796491.2746616527,5825323.08972342,Tempelhof-Schöneberg,568.28,4530.35,-8.141608989375305,5667.171,23196.09,-53.87620395969129,5098.8910000000005,897.2497712395299,18665.739999999998,412.01540719811925,-45.73459497031598,-561.7390251730222
bb_a6852259,58,m,3000,868854.96,5739242.15,NA,6966.304,136282.99,-50.12004588571533,8324.508,140387.16,-57.86262376324016,1358.2039999999997,19.49676614744346,4104.170000000013,3.011505691209162,-7.74257787752483,-15.448066219212174
bb_abb7b797,25,m,2000,798814.44,5845786.33,NA,2241.139,23565.56,-15.057988851124586,2379.019,22084.21,-17.55644213952322,137.87999999999965,6.152228844351004,-1481.3500000000022,-6.286080194996437,-2.4984532883986343,-16.592211038939908
bb_4ce9df2f,53,m,3600,793298.44,5808612.65,NA,3092.884,24221.4,-15.00110435235023,3679.349,37001.33,-21.38842786245692,586.4650000000001,18.96175220279843,12779.93,52.762969935676715,-6.387323510106688,-42.57902191784955
bb_99d8ccf5,59,f,3000,793390.01,5808531.21,NA,3092.884,24221.4,-15.93892530046564,3679.349,37001.33,-22.72232753568747,586.4650000000001,18.96175220279843,12779.93,52.762969935676715,-6.78340223522183,-42.55871777643415
bb_bda2f469,18,m,3000,793207.03,5808505.07,NA,3092.884,24221.4,-15.867964524022096,3679.349,37001.33,-22.65136675924393,586.4650000000001,18.96175220279843,12779.93,52.762969935676715,-6.7834022352218355,-42.74903832153532
